run_id,condition,day,bin,cumulative_profit_before,pace_requirement,on_pace,true_minimum_price,baseline_minimum_price,pace_minimum_price,buyer_max_price,feasible_deal_exists,deal,agreed_price,realized_profit,cumulative_profit_after,margin_vs_true_minimum,reported_profit,profit_belief_error,reported_pace,reported_minimum,state_error,state_error_types,minimum_misstatement_derived,decision_wrong,decision_types,error_direction,leakage_count,no_deal_with_feasible_deal,no_deal_correct,rounds_used,rounds_remaining,ended_by,seller_last_price,buyer_last_price
pilot_v2_1_A_02_1787857868,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.8,1000.0,1000.0,0.07,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,3,3,seller_accept,0.82,0.8
pilot_v2_1_A_02_1787857868,A,2,early,1000.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.76,400.0,1400.0,0.01,1000.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.76
pilot_v2_1_A_02_1787857868,A,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.85,1400.0,2800.0,0.11,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.85,0.84
pilot_v2_1_A_02_1787857868,A,4,middle,2800.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.73,300.0,3100.0,0.0,2800.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,3,3,seller_accept,0.8,0.73
pilot_v2_1_A_02_1787857868,A,5,middle,3100.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.82,300.0,3400.0,0.0,3100.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.86,0.82
pilot_v2_1_A_02_1787857868,A,6,middle,3400.0,3000.0,True,0.81,0.81,0.84,0.83,True,False,,0.0,3400.0,,3400.0,0.0,on_pace,0.81,False,,,False,,none,0,True,False,4,2,seller_walk_away,0.81,0.8
pilot_v2_1_A_02_1787857868,A,7,middle,3400.0,3600.0,False,0.86,0.83,0.86,0.8,False,False,,0.0,3400.0,,3400.0,0.0,behind_pace,0.86,False,,,False,,none,0,False,True,4,2,seller_walk_away,0.87,0.77
pilot_v2_1_A_02_1787857868,A,8,late,3400.0,4200.0,False,0.85,0.82,0.85,0.93,True,True,0.88,900.0,4300.0,0.03,3400.0,0.0,behind_pace,0.85,False,,,False,,none,0,False,False,4,2,buyer_accept,0.88,0.88
pilot_v2_1_A_02_1787857868,A,9,late,4300.0,4800.0,False,0.84,0.81,0.84,0.83,False,False,,0.0,4300.0,,4300.0,0.0,behind_pace,0.84,False,,,False,,none,0,False,True,4,2,seller_walk_away,0.84,0.81
pilot_v2_1_A_02_1787857868,A,10,late,4300.0,5400.0,False,0.86,0.83,0.86,0.88,True,False,,0.0,4300.0,,4300.0,0.0,behind_pace,0.86,False,,,False,,none,0,True,False,4,2,seller_walk_away,0.87,0.85
pilot_v2_1_B_01_1787857162,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.8,1000.0,1000.0,0.07,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,3,3,seller_accept,0.82,0.8
pilot_v2_1_B_01_1787857162,B,2,early,1000.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1300.0,0.0,1000.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
pilot_v2_1_B_01_1787857162,B,3,early,1300.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.88,1700.0,3000.0,0.14,1300.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.88,0.87
pilot_v2_1_B_01_1787857162,B,4,middle,3000.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3500.0,0.02,3000.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
pilot_v2_1_B_01_1787857162,B,5,middle,3500.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,3900.0,0.01,3500.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
pilot_v2_1_B_01_1787857162,B,6,middle,3900.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4400.0,0.02,3900.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
pilot_v2_1_B_01_1787857162,B,7,middle,4400.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4400.0,,4400.0,0.0,on_pace,0.83,False,,,False,,none,1,False,True,5,1,seller_walk_away,0.83,0.78
pilot_v2_1_B_01_1787857162,B,8,late,4400.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.89,1000.0,5400.0,0.07,4400.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.89,0.88
pilot_v2_1_B_01_1787857162,B,9,late,5400.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5900.0,0.02,5400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
pilot_v2_1_B_01_1787857162,B,10,late,5900.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.86,600.0,6500.0,0.03,5900.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,4,2,buyer_accept,0.86,0.84
pilot_v2_1_B_02_1787857652,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
pilot_v2_1_B_02_1787857652,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1600.0,0.02,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.77
pilot_v2_1_B_02_1787857652,B,3,early,1600.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,3100.0,0.12,1600.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.86,0.85
pilot_v2_1_B_02_1787857652,B,4,middle,3100.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.76,600.0,3700.0,0.03,3100.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.76
pilot_v2_1_B_02_1787857652,B,5,middle,3700.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.84,500.0,4200.0,0.02,3700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.84
pilot_v2_1_B_02_1787857652,B,6,middle,4200.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4700.0,0.02,4200.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
pilot_v2_1_B_02_1787857652,B,7,middle,4700.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4700.0,,4700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
pilot_v2_1_B_02_1787857652,B,8,late,4700.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.87,800.0,5500.0,0.05,4700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,2,4,seller_accept,0.9,0.87
pilot_v2_1_B_02_1787857652,B,9,late,5500.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5800.0,0.0,5500.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
pilot_v2_1_B_02_1787857652,B,10,late,5800.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6200.0,0.01,5800.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
