run_id,condition,day,bin,cumulative_profit_before,pace_requirement,on_pace,true_minimum_price,baseline_minimum_price,pace_minimum_price,buyer_max_price,feasible_deal_exists,deal,agreed_price,realized_profit,cumulative_profit_after,margin_vs_true_minimum,reported_profit,profit_belief_error,reported_pace,reported_minimum,state_error,state_error_types,minimum_misstatement_derived,decision_wrong,decision_types,error_direction,leakage_count,no_deal_with_feasible_deal,no_deal_correct,rounds_used,rounds_remaining,ended_by,seller_last_price,buyer_last_price
main_v2_1_r1_A_03,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.82,1200.0,1200.0,0.09,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.83,0.82
main_v2_1_r1_A_03,A,2,early,1200.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1500.0,0.0,1200.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.75
main_v2_1_r1_A_03,A,3,early,1500.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.88,1700.0,3200.0,0.14,1500.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.89,0.88
main_v2_1_r1_A_03,A,4,middle,3200.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.74,400.0,3600.0,0.01,3200.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.74
main_v2_1_r1_A_03,A,5,middle,3600.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4000.0,0.01,3600.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_A_03,A,6,middle,4000.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4500.0,0.02,4000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_A_03,A,7,middle,4500.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4500.0,,4500.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.78
main_v2_1_r1_A_03,A,8,late,4500.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,5600.0,0.08,4500.0,0.0,behind_pace,0.85,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,3,3,seller_accept,0.91,0.9
main_v2_1_r1_A_03,A,9,late,5600.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,6100.0,0.02,5600.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_A_03,A,10,late,6100.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6500.0,0.01,6100.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
main_v2_1_r1_A_04,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.8,1000.0,1000.0,0.07,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.8,0.79
main_v2_1_r1_A_04,A,2,early,1000.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.76,400.0,1400.0,0.01,1000.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.76,0.76
main_v2_1_r1_A_04,A,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.85,1400.0,2800.0,0.11,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,2,4,seller_accept,0.87,0.85
main_v2_1_r1_A_04,A,4,middle,2800.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3300.0,0.02,2800.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.76,0.75
main_v2_1_r1_A_04,A,5,middle,3300.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.82,300.0,3600.0,0.0,3300.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.82
main_v2_1_r1_A_04,A,6,middle,3600.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,3900.0,0.0,3600.0,0.0,on_pace,0.81,False,,,False,,none,1,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_04,A,7,middle,3900.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,3900.0,,3900.0,0.0,on_pace,0.83,False,,,False,,none,1,False,True,5,1,buyer_walk_away,0.83,0.77
main_v2_1_r1_A_04,A,8,late,3900.0,4200.0,False,0.85,0.82,0.85,0.93,True,True,0.9,1100.0,5000.0,0.05,3900.0,0.0,behind_pace,0.85,False,,,False,,none,0,False,False,4,2,buyer_accept,0.9,0.89
main_v2_1_r1_A_04,A,9,late,5000.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5300.0,0.0,5000.0,0.0,on_pace,0.81,False,,,False,,none,1,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_04,A,10,late,5300.0,5400.0,False,0.86,0.83,0.86,0.88,True,True,0.86,600.0,5900.0,0.0,5300.0,0.0,behind_pace,0.86,False,,,False,,none,0,False,False,4,2,seller_accept,0.87,0.86
main_v2_1_r1_A_05,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.81,0.8
main_v2_1_r1_A_05,A,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1600.0,0.02,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.77
main_v2_1_r1_A_05,A,3,early,1600.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.85,1400.0,3000.0,0.11,1600.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.85,0.84
main_v2_1_r1_A_05,A,4,middle,3000.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3500.0,0.02,3000.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
main_v2_1_r1_A_05,A,5,middle,3500.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.84,500.0,4000.0,0.02,3500.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.84
main_v2_1_r1_A_05,A,6,middle,4000.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,4300.0,0.0,4000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_A_05,A,7,middle,4300.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4300.0,,4300.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_A_05,A,8,late,4300.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,5400.0,0.08,4300.0,0.0,behind_pace,0.85,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,4,2,buyer_accept,0.9,0.9
main_v2_1_r1_A_05,A,9,late,5400.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5700.0,0.0,5400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_05,A,10,late,5700.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6100.0,0.01,5700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.84
main_v2_1_r1_A_06,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.82,1200.0,1200.0,0.09,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.82,0.81
main_v2_1_r1_A_06,A,2,early,1200.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1700.0,0.02,1200.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.77
main_v2_1_r1_A_06,A,3,early,1700.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,3200.0,0.12,1700.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.86,0.85
main_v2_1_r1_A_06,A,4,middle,3200.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3700.0,0.02,3200.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
main_v2_1_r1_A_06,A,5,middle,3700.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.82,300.0,4000.0,0.0,3700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.89,0.82
main_v2_1_r1_A_06,A,6,middle,4000.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4500.0,0.02,4000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.8
main_v2_1_r1_A_06,A,7,middle,4500.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4500.0,,4500.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.79
main_v2_1_r1_A_06,A,8,late,4500.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.91,1200.0,5700.0,0.09,4500.0,0.0,behind_pace,0.85,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,3,3,seller_accept,0.92,0.91
main_v2_1_r1_A_06,A,9,late,5700.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,6200.0,0.02,5700.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_A_06,A,10,late,6200.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.85,500.0,6700.0,0.02,6200.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.85
main_v2_1_r1_A_07,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.82,1200.0,1200.0,0.09,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.83,0.82
main_v2_1_r1_A_07,A,2,early,1200.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.78,600.0,1800.0,0.03,1200.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.78,0.76
main_v2_1_r1_A_07,A,3,early,1800.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.88,1700.0,3500.0,0.14,1800.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.88,0.85
main_v2_1_r1_A_07,A,4,middle,3500.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.79,900.0,4400.0,0.06,3500.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.79,0.71
main_v2_1_r1_A_07,A,5,middle,4400.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.82,300.0,4700.0,0.0,4400.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.89,0.82
main_v2_1_r1_A_07,A,6,middle,4700.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5000.0,0.0,4700.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.84,0.81
main_v2_1_r1_A_07,A,7,middle,5000.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,5000.0,,5000.0,0.0,on_pace,0.83,False,,,False,,none,1,False,True,5,1,seller_walk_away,0.83,0.76
main_v2_1_r1_A_07,A,8,late,5000.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.89,1000.0,6000.0,0.07,5000.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.9,0.89
main_v2_1_r1_A_07,A,9,late,6000.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,6500.0,0.02,6000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_A_07,A,10,late,6500.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6900.0,0.01,6500.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
main_v2_1_r1_A_08,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.81,0.8
main_v2_1_r1_A_08,A,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.76,400.0,1500.0,0.01,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.76
main_v2_1_r1_A_08,A,3,early,1500.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,3000.0,0.12,1500.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.86,0.85
main_v2_1_r1_A_08,A,4,middle,3000.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3500.0,0.02,3000.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.76,0.75
main_v2_1_r1_A_08,A,5,middle,3500.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.84,500.0,4000.0,0.02,3500.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.84
main_v2_1_r1_A_08,A,6,middle,4000.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.82,400.0,4400.0,0.01,4000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.82,0.79
main_v2_1_r1_A_08,A,7,middle,4400.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4400.0,,4400.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_A_08,A,8,late,4400.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,5500.0,0.08,4400.0,0.0,behind_pace,0.85,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,3,3,buyer_accept,0.9,0.88
main_v2_1_r1_A_08,A,9,late,5500.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5800.0,0.0,5500.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_08,A,10,late,5800.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.85,500.0,6300.0,0.02,5800.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,4,2,buyer_accept,0.85,0.84
main_v2_1_r1_A_09,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.81,0.8
main_v2_1_r1_A_09,A,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1600.0,0.02,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.77,0.76
main_v2_1_r1_A_09,A,3,early,1600.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,3100.0,0.12,1600.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.86
main_v2_1_r1_A_09,A,4,middle,3100.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.76,600.0,3700.0,0.03,3100.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,buyer_accept,0.76,0.75
main_v2_1_r1_A_09,A,5,middle,3700.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4100.0,0.01,3700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_A_09,A,6,middle,4100.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,4400.0,0.0,4100.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_A_09,A,7,middle,4400.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4400.0,,4400.0,0.0,on_pace,0.83,False,,,False,,none,1,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_A_09,A,8,late,4400.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.91,1200.0,5600.0,0.09,4400.0,0.0,behind_pace,0.85,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,3,3,buyer_accept,0.91,0.88
main_v2_1_r1_A_09,A,9,late,5600.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5900.0,0.0,5600.0,0.0,on_pace,0.81,False,,,False,,none,1,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_09,A,10,late,5900.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.88,800.0,6700.0,0.05,5900.0,0.0,behind_pace,0.86,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,False,4,2,buyer_accept,0.88,0.84
main_v2_1_r1_A_10,A,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.81,0.8
main_v2_1_r1_A_10,A,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.76,400.0,1500.0,0.01,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.76
main_v2_1_r1_A_10,A,3,early,1500.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.84,1300.0,2800.0,0.1,1500.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,2,4,seller_accept,0.86,0.84
main_v2_1_r1_A_10,A,4,middle,2800.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.74,400.0,3200.0,0.01,2800.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.76,0.74
main_v2_1_r1_A_10,A,5,middle,3200.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,3600.0,0.01,3200.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.84,0.83
main_v2_1_r1_A_10,A,6,middle,3600.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,3900.0,0.0,3600.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_A_10,A,7,middle,3900.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,3900.0,,3900.0,0.0,behind_pace,0.86,True,pace_misstatement|minimum_misstatement,True,False,,conservative,0,False,True,5,1,buyer_walk_away,0.86,0.76
main_v2_1_r1_A_10,A,8,late,3900.0,4200.0,False,0.85,0.82,0.85,0.93,True,True,0.88,900.0,4800.0,0.03,3900.0,0.0,behind_pace,0.85,False,,,False,,none,0,False,False,2,4,seller_accept,0.91,0.88
main_v2_1_r1_A_10,A,9,late,4800.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5100.0,0.0,4800.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_A_10,A,10,late,5100.0,5400.0,False,0.86,0.83,0.86,0.88,True,True,0.86,600.0,5700.0,0.0,5100.0,0.0,behind_pace,0.86,False,,,False,,none,0,False,False,5,1,buyer_accept,0.86,0.85
main_v2_1_r1_B_01,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.83,1300.0,1300.0,0.1,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.81
main_v2_1_r1_B_01,B,2,early,1300.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1800.0,0.02,1300.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.77,0.77
main_v2_1_r1_B_01,B,3,early,1800.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.87,1600.0,3400.0,0.13,1800.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.87
main_v2_1_r1_B_01,B,4,middle,3400.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.74,400.0,3800.0,0.01,3400.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.74
main_v2_1_r1_B_01,B,5,middle,3800.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.84,500.0,4300.0,0.02,3800.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.84
main_v2_1_r1_B_01,B,6,middle,4300.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4800.0,0.02,4300.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_01,B,7,middle,4800.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4800.0,,4800.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,4,2,seller_walk_away,0.84,0.75
main_v2_1_r1_B_01,B,8,late,4800.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.91,1200.0,6000.0,0.09,4800.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.9,0.91
main_v2_1_r1_B_01,B,9,late,6000.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,6300.0,0.0,6000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_B_01,B,10,late,6300.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.83,300.0,6600.0,0.0,6300.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.83
main_v2_1_r1_B_02,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
